epoch,avg_loss,learning_rate,loss_classifier,loss_box_reg,loss_objectness,loss_rpn_box_reg
0,3.1324546337127686,0.001,2.4006104469299316,0.5039772391319275,0.15772125124931335,0.0701456367969513
0,1.3954089717431502,0.001,0.3244428038597107,0.41537338495254517,0.06933394074440002,0.048833444714546204
0,1.1162598473685128,0.001,0.3410203456878662,0.38634049892425537,0.07472512125968933,0.05654602497816086
0,0.9830493138682458,0.001,0.2654695212841034,0.345171183347702,0.05068081617355347,0.03826523199677467
0,0.9096358418464661,0.001,0.23336176574230194,0.2735915780067444,0.04094642773270607,0.045498356223106384
0,0.857463981591019,0.001,0.20421770215034485,0.24931354820728302,0.0710163414478302,0.06806357204914093
0,0.820129569436683,0.001,0.23399479687213898,0.28971731662750244,0.07377088069915771,0.07280071824789047
0,0.7927906210993377,0.001,0.1931728720664978,0.2757304906845093,0.04092733561992645,0.04262695461511612
0,0.7659593548303769,0.001,0.23736561834812164,0.26326310634613037,0.038991570472717285,0.07761980593204498
0,0.747812855047184,0.001,0.23202979564666748,0.3202701807022095,0.0447174496948719,0.04531332105398178
0,0.7304791728458783,0.001,0.19986455142498016,0.2542310655117035,0.040033675730228424,0.04320518672466278
0,0.7161009958735457,0.001,0.1835988461971283,0.2593601942062378,0.03573993220925331,0.05388275533914566
0,0.703015299129092,0.001,0.22669705748558044,0.30252644419670105,0.060326434671878815,0.06225717440247536
0,0.6895986902349778,0.001,0.18915346264839172,0.26433005928993225,0.04484886676073074,0.06721456348896027
0,0.6815775960472459,0.001,0.18657709658145905,0.24202178418636322,0.0514083206653595,0.059882067143917084
0,0.6742318586403171,0.001,0.1967426836490631,0.28158384561538696,0.05062457546591759,0.05689217522740364
0,0.6667088122101303,0.001,0.17871716618537903,0.24918371438980103,0.03525721654295921,0.05327149108052254
0,0.6614861795079638,0.001,0.18906563520431519,0.23781804740428925,0.050385214388370514,0.05721912905573845
1,0.5417230129241943,0.0009990143508499217,0.18425387144088745,0.26758870482444763,0.03417639061808586,0.05570404604077339
1,0.5100844502449036,0.0009990143508499217,0.1887308955192566,0.24975831806659698,0.10991530120372772,0.09269078075885773
1,0.5121098146552131,0.0009990143508499217,0.16193561255931854,0.23195326328277588,0.044121917337179184,0.0588669553399086
1,0.5091539755944283,0.0009990143508499217,0.15526925027370453,0.20172074437141418,0.025125835090875626,0.03348865360021591
1,0.5074304589411107,0.0009990143508499217,0.17792163789272308,0.26107078790664673,0.058436959981918335,0.05909266322851181
1,0.5129002151536006,0.0009990143508499217,0.14592520892620087,0.21039420366287231,0.0775032639503479,0.08636201918125153
1,0.513553795267324,0.0009990143508499217,0.20233400166034698,0.2689512372016907,0.04028598591685295,0.0597960501909256
1,0.511074252531562,0.0009990143508499217,0.1683608591556549,0.22992843389511108,0.03014484792947769,0.039335619658231735
1,0.5139147436913148,0.0009990143508499217,0.18504181504249573,0.2517130672931671,0.05159425362944603,0.0469120591878891
1,0.5143689709705311,0.0009990143508499217,0.21306075155735016,0.29033714532852173,0.054918717592954636,0.08134724199771881
1,0.5121991752397896,0.0009990143508499217,0.1619308888912201,0.21847239136695862,0.03517193719744682,0.06320370733737946
1,0.5108313708155005,0.0009990143508499217,0.15689556300640106,0.2124500572681427,0.034234337508678436,0.07323668897151947
1,0.5078773473905138,0.0009990143508499217,0.1929064244031906,0.2504221200942993,0.04177846014499664,0.06378258764743805
1,0.5079590839739064,0.0009990143508499217,0.15404607355594635,0.21084029972553253,0.0321928933262825,0.06724508106708527
1,0.5076121322229399,0.0009990143508499217,0.1702202409505844,0.2501692473888397,0.031716085970401764,0.04001039266586304
1,0.508045632515522,0.0009990143508499217,0.20594234764575958,0.2595796585083008,0.04815749078989029,0.05298444628715515
1,0.5076919207291574,0.0009990143508499217,0.15718938410282135,0.23632612824440002,0.0445711612701416,0.07065039873123169
1,0.5063942479111297,0.0009990143508499217,0.14744704961776733,0.18539315462112427,0.026166610419750214,0.04563544690608978
2,0.5812585353851318,0.0009960612933065818,0.15854904055595398,0.22537153959274292,0.08502789586782455,0.1123100221157074
2,0.4500154202634638,0.0009960612933065818,0.12643355131149292,0.16905523836612701,0.01607166975736618,0.02947637438774109
2,0.44210554588408696,0.0009960612933065818,0.14680302143096924,0.24877133965492249,0.0343136265873909,0.0880131796002388
2,0.45089592856745564,0.0009960612933065818,0.16017085313796997,0.24620555341243744,0.041516754776239395,0.08517371118068695
2,0.45638624124410676,0.0009960612933065818,0.15076859295368195,0.206141859292984,0.04001118242740631,0.050072990357875824
2,0.4602941975874059,0.0009960612933065818,0.1566018909215927,0.24452491104602814,0.039846599102020264,0.055798374116420746
2,0.45767100912625674,0.0009960612933065818,0.12731271982192993,0.21668177843093872,0.031366340816020966,0.06822629272937775
2,0.4552600085735321,0.0009960612933065818,0.14905251562595367,0.20046521723270416,0.03071117401123047,0.08404740691184998
2,0.45249396231439376,0.0009960612933065818,0.14503182470798492,0.23647508025169373,0.0262705460190773,0.03912964463233948
2,0.45310474424571784,0.0009960612933065818,0.14764058589935303,0.21380095183849335,0.025235824286937714,0.046298250555992126
2,0.4568732262838005,0.0009960612933065818,0.1296597123146057,0.20970988273620605,0.11799724400043488,0.08782140910625458
2,0.455433614350654,0.0009960612933065818,0.1403573602437973,0.23179802298545837,0.04619705677032471,0.10121748596429825
2,0.4538255033414226,0.0009960612933065818,0.11821648478507996,0.18779072165489197,0.03352181613445282,0.04719243943691254
2,0.4534854481693443,0.0009960612933065818,0.13808470964431763,0.19577781856060028,0.026423731818795204,0.03612692654132843
2,0.45362246163347936,0.0009960612933065818,0.11018002033233643,0.1688004732131958,0.02568250149488449,0.034224092960357666
2,0.4517972441698542,0.0009960612933065818,0.1465419977903366,0.20039010047912598,0.024949820712208748,0.04432166367769241
2,0.4519732070635565,0.0009960612933065818,0.16464239358901978,0.2355239987373352,0.039986081421375275,0.058707345277071
2,0.45125514739438105,0.0009960612933065818,0.14333657920360565,0.21589109301567078,0.027768293395638466,0.05197872966527939
3,0.45714110136032104,0.00099115248173898,0.14175499975681305,0.22522693872451782,0.03457680344581604,0.05558236315846443
3,0.4227814159610055,0.00099115248173898,0.12461712956428528,0.22107255458831787,0.025827743113040924,0.04982970654964447
3,0.4213114380836487,0.00099115248173898,0.12616202235221863,0.2072538435459137,0.024710167199373245,0.03899604454636574
3,0.4197719097137451,0.00099115248173898,0.1444164514541626,0.2163771539926529,0.027970988303422928,0.07002986967563629
3,0.41559224957373087,0.00099115248173898,0.11967770010232925,0.19073578715324402,0.025236904621124268,0.07670038938522339
3,0.4164842624290317,0.00099115248173898,0.1365305781364441,0.20681247115135193,0.01642732135951519,0.051817186176776886
3,0.4133873909223275,0.00099115248173898,0.14879703521728516,0.23618587851524353,0.029487119987607002,0.04176608473062515
3,0.41448370797533385,0.00099115248173898,0.14823661744594574,0.2657422423362732,0.029382625594735146,0.05170053988695145
3,0.4160602055949929,0.00099115248173898,0.1664239913225174,0.2514817714691162,0.10799042880535126,0.10562015324831009
3,0.4172450647904323,0.00099115248173898,0.1128852367401123,0.1768716722726822,0.022533901035785675,0.03464004397392273
3,0.41737185816953676,0.00099115248173898,0.12030646950006485,0.20736438035964966,0.03248882293701172,0.05320768058300018
3,0.41900375592815986,0.00099115248173898,0.12564653158187866,0.22071290016174316,0.02146345004439354,0.04999998211860657
3,0.4217840078448461,0.00099115248173898,0.15159885585308075,0.24253186583518982,0.04679340869188309,0.05322498455643654
3,0.42212418085746184,0.00099115248173898,0.12264898419380188,0.21442937850952148,0.026965536177158356,0.02871537022292614
3,0.42066635920646345,0.00099115248173898,0.13353848457336426,0.19910863041877747,0.03199251741170883,0.04949421435594559
3,0.4189470256401214,0.00099115248173898,0.12457802146673203,0.19241827726364136,0.028776787221431732,0.046304646879434586
3,0.4189604776246207,0.00099115248173898,0.13696885108947754,0.2214338332414627,0.04605644941329956,0.07353480160236359
3,0.4196203647301211,0.00099115248173898,0.1326300948858261,0.1983492523431778,0.027064116671681404,0.03270792216062546
4,0.3007347285747528,0.0009843072889837512,0.09295771270990372,0.14751383662223816,0.020577166229486465,0.03968603536486626
4,0.3627616275440563,0.0009843072889837512,0.1105160340666771,0.2056410312652588,0.023532796651124954,0.05212259292602539
4,0.37787005872953505,0.0009843072889837512,0.1343044638633728,0.20648501813411713,0.021004237234592438,0.038542889058589935
4,0.3911878110901002,0.0009843072889837512,0.11643423140048981,0.20047393441200256,0.02855520322918892,0.03852660953998566
4,0.39197667342860526,0.0009843072889837512,0.10848753154277802,0.18865230679512024,0.026328379288315773,0.04003831744194031
